"Spawning Stock","Facility Stock","Parent Activity Type","Activity Type","Parent Activity No","Activity No","Activity Start Date","Start Time","Inventory Lot",Container,"Source Location Type","Operations Location","Second Location","Associated Party","Maturity Class","External Mark","Clip Placement","Internal Mark",Cause,"Action Taken","Observation Method","Capture Type","Capture Method","Mortality Disposition","Total Count","Total Recaptured Count",Withdrawals,Deposits,Removals,Releases
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture",Surplus,404889,404890,10/07/2024,09:10:00,"2024 NT Coho Swim In",,Brailer,,,,Female,Clipped,Adipose,"No Internal Mark",,,,Swim-In,Brailer,,1,0,0,0,1,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture",Surplus,404889,404890,10/07/2024,09:10:00,"2024 NT Coho Swim In",,Brailer,,,,Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,3,0,0,0,3,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho",,Mortalities,,339493,10/07/2024,09:00:00,"2024 NT Coho Swim In","Coho Swim In 3","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark","Cull Mortality",,,,,Morgue,2,0,2,0,0,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho",,Mortalities,,339493,10/07/2024,09:00:00,"2024 NT Coho Swim In","Coho Swim In 3","Holding Pond",,,,Jack,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,3,0,3,0,0,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho",,Mortalities,,339493,10/07/2024,09:00:00,"2024 NT Coho Swim In","Coho Swim In 3","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Cull Mortality",,,,,Morgue,2,0,2,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,352860,352866,10/07/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,1265,0,0,0,1265,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,352860,352866,10/07/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,2,0,0,0,2,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380841,380842,10/07/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,135,0,0,0,135,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380841,380842,10/07/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,294,0,0,0,294,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture",Surplus,380744,380745,10/07/2024,09:00:00,"2024 NT Coho Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"No Internal Mark",,,,"Fishing Event",Gillnet,,4,0,0,0,4,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture",Surplus,380744,380745,10/07/2024,09:00:00,"2024 NT Coho Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"No Internal Mark",,,,"Fishing Event",Gillnet,,4,0,0,0,4,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",339792,339793,10/08/2024,09:05:00,"2024 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,429,0,0,429,429,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339798,10/08/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,125,0,125,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339798,10/08/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,Morgue,250,0,250,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339798,10/08/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,175,0,175,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",339792,339793,10/08/2024,09:05:00,"2024 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,125,0,0,125,125,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum",,Mortalities,,407638,10/08/2024,09:15:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,3,0,3,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339797,10/08/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,3,0,3,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339797,10/08/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,40,0,40,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum",,Mortalities,,407638,10/08/2024,09:15:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339797,10/08/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,90,0,90,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook",,Mortalities,,407627,10/08/2024,09:05:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook",,Mortalities,,407627,10/08/2024,09:05:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Jack,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339797,10/08/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,2,0,2,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339815,10/08/2024,09:00:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Jack,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,14,0,14,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",339796,339797,10/08/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,40,0,40,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339815,10/08/2024,09:00:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,46,0,46,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",339809,339810,10/08/2024,09:05:00,"2024 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,171,0,0,171,171,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",339809,339810,10/08/2024,09:05:00,"2024 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,72,0,0,72,72,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",339809,339810,10/08/2024,09:05:00,"2024 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Jack,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,8,0,0,8,8,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook",,Mortalities,,407646,10/08/2024,09:15:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339816,10/08/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,10,0,10,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339816,10/08/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,Morgue,44,0,44,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339816,10/08/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,142,0,142,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339816,10/08/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,3,0,3,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339816,10/08/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Jack,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,Morgue,8,0,8,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",339814,339816,10/08/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,52,0,52,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380845,380846,10/08/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,352,0,0,0,352,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380845,380846,10/08/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,166,0,0,0,166,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,352873,352874,10/08/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,1106,0,0,0,1106,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,352873,352874,10/08/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,41,0,0,0,41,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,"Unknown Mature",Unclipped,,"No Internal Mark",,,"Adult Enumeration Dead Pitch Survey",,,,3,0,0,0,0,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,Male,Clipped,Adipose,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,11,0,0,0,0,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,Male,Unclipped,,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,5,0,0,0,0,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,Jack,Clipped,Adipose,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,1,0,0,0,0,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,"Unknown Mature",Clipped,Adipose,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,3,0,0,0,0,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,Female,Unclipped,,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,7,0,0,0,0,0
"2024 Sarita R Fall Chinook",,,"Waterbody Enumeration",,405001,10/08/2024,13:12:00,,,River/Lake,"Sarita River","Sarita River",,Female,Clipped,Adipose,CWT,,,"Adult Enumeration Dead Pitch Survey",,,,8,0,0,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342534,10/09/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,Morgue,43,0,43,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342534,10/09/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,769,0,769,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342534,10/09/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,399,0,399,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342534,10/09/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,7,0,7,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342534,10/09/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,Morgue,8,0,8,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",341840,342340,10/09/2024,09:05:00,"2024 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,782,0,0,782,782,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",341840,342340,10/09/2024,09:05:00,"2024 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,449,0,0,449,449,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342534,10/09/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,Morgue,5,0,5,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum",,Mortalities,,407654,10/09/2024,09:15:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,6,0,6,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342529,10/09/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,160,0,160,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",342527,342529,10/09/2024,09:00:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,542,0,542,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum",,Mortalities,,407654,10/09/2024,09:15:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341248,10/09/2024,09:00:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,,8,0,8,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341248,10/09/2024,09:00:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,,10,0,10,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341248,10/09/2024,09:00:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,,10,0,10,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341238,10/09/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,Morgue,1,0,1,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341238,10/09/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,44,0,44,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341238,10/09/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Spawned - Unused",,,,Morgue,1111,0,1111,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Egg Take","Adult Selection",341237,341238,10/09/2024,09:10:00,"2024 NT CN Swim Ins","CN Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,45,0,45,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",341233,341234,10/09/2024,09:05:00,"2024 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,156,0,0,156,156,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook","Adult Capture","Deposit to Holding",341233,341234,10/09/2024,09:05:00,"2024 NT CN Swim Ins","CN Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,45,0,0,45,45,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380849,380850,10/09/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,1128,0,0,0,1128,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,353118,353119,10/09/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,29,0,0,0,29,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,353118,353119,10/09/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,2330,0,0,0,2330,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380849,380850,10/09/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,399,0,0,0,399,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",342564,342565,10/09/2024,09:05:00,"2024 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Jack,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, purse",,2,0,0,2,2,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",342564,342565,10/09/2024,09:05:00,"2024 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,4,0,0,4,4,0
"2024 Nitinat R Fall Coho","2024 Nitinat R Fall Coho","Adult Capture","Deposit to Holding",342564,342565,10/09/2024,09:05:00,"2024 NT Coho Lake","Coho Lake Holding",River/Lake,"Nitinat Lake",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, purse",,11,0,0,11,11,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook","Egg Take","Adult Selection",354215,354216,10/10/2024,09:00:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,4,0,4,0,0,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook","Egg Take","Adult Selection",354215,354216,10/10/2024,09:00:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Clipped,Adipose,"No Internal Mark",,Spawned,,,,,1,0,1,0,0,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook","Egg Take","Adult Selection",354215,354216,10/10/2024,09:00:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,4,0,4,0,0,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook","Egg Take","Adult Selection",354221,354226,10/10/2024,09:05:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,9,0,9,0,0,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook","Egg Take","Adult Selection",354221,354226,10/10/2024,09:05:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,Morgue,7,0,7,0,0,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook",,Mortalities,,387956,10/10/2024,09:10:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2024 Sarita R Fall Chinook","2024 Sarita R Fall Chinook",,Mortalities,,387956,10/10/2024,09:10:00,"2024 SAR CN River","SAR River Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,1,0,1,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum",,Mortalities,,407657,10/10/2024,09:05:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum",,Mortalities,,407657,10/10/2024,09:05:00,"2024 NT Chum Lake","Chum Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,14,0,14,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook",,Mortalities,,407660,10/10/2024,09:10:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2024 Nitinat R Fall Chinook","2024 Nitinat R Fall Chinook",,Mortalities,,407660,10/10/2024,09:10:00,"2024 NT CN Lake","CN Lake Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,4,0,4,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380853,380854,10/10/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,128,0,0,0,128,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture",Surplus,380853,380854,10/10/2024,09:00:00,"2024 NT Chum Lake",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"No Internal Mark",,,,"Fishing Event",Gillnet,,219,0,0,0,219,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",355497,355498,10/11/2024,09:05:00,"2024 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Female,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,514,0,0,514,514,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Adult Capture","Deposit to Holding",355497,355498,10/11/2024,09:05:00,"2024 NT Chum Swim Ins","Chum Swim In Holding",Brailer,,,,Male,Unclipped,,"No Internal Mark",,,,Swim-In,Brailer,,1012,0,0,1012,1012,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",355501,355508,10/11/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Female,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,,4,0,4,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",355501,355508,10/11/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,"Rejected - Green",,,,,25,0,25,0,0,0
"2024 Nitinat R Fall Chum","2024 Nitinat R Fall Chum","Egg Take","Adult Selection",355501,355508,10/11/2024,09:10:00,"2024 NT Chum Swim Ins","Chum Swim In Holding","Holding Pond",,,,Male,Unclipped,,"No Internal Mark",,Spawned,,,,,910,0,910,0,0,0
